1,ライオン,사자
2,とら,호랑이
3,ダチョウ,타조
4,みみず,지렁이
5,ぶた,돼지
6,くま,곰
7,さる,원숭이
8,かえる,개굴이
9,きりん,기린
10,ねずみ,쥐
11,うさぎ,토끼
12,むし,벌레
13,さかな,물고기
